FONDO,DTO,CÓDIGO DANE,ENTIDAD TERRITORIAL,APROPIACIÓN VIGENTE,Periodo
DIR - COMPENSACIONES,BOYACÁ,15000,MUNICIPIO DE TOTA (BOYACÁ),1131815.88,2015-2016
DIR - COMPENSACIONES,BOYACÁ,15000,MUNICIPIO DE TUNUNGUÁ (BOYACÁ),169097591.95,2015-2016
DIR - COMPENSACIONES,BOYACÁ,15000,MUNICIPIO DE TURMEQUÉ (BOYACÁ),,2015-2016
DIR - COMPENSACIONES,BOYACÁ,15000,MUNICIPIO DE TUTA (BOYACÁ),37859995.91,2015-2016
DIR - COMPENSACIONES,BOYACÁ,15000,MUNICIPIO DE UMBITA (BOYACÁ),4486719.28,2015-2016
DIR - COMPENSACIONES,BOYACÁ,15000,MUNICIPIO DE VENTAQUEMADA (BOYACÁ),8845829.68,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,DEPARTAMENTO DE CALDAS,89918367.89,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE MANIZALES (CALDAS),4599215.48,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE AGUADAS (CALDAS),1571.48,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE ANSERMA (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE BELALCÁZAR (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE CHINCHINÁ (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE FILADELFIA (CALDAS),2341215.0,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE LA DORADA (CALDAS),260381.81,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE LA MERCED (CALDAS),96559.0,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE MANZANARES (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE MARMATO (CALDAS),1156932123.99,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE NEIRA (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE NORCASIA (CALDAS),7333139.71,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE PÁCORA (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE PALESTINA (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE PENSILVANIA (CALDAS),106670.22,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE RIOSUCIO (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE RISARALDA (CALDAS),30550.41,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE SAMANÁ (CALDAS),252767.44,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE SUPÍA (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE VICTORIA (CALDAS),1716669.65,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE VILLAMARÍA (CALDAS),,2015-2016
DIR - COMPENSACIONES,CALDAS,17000,MUNICIPIO DE VITERBO (CALDAS),,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,DEPARTAMENTO DE CAQUETÁ,45551.08,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,MUNICIPIO DE FLORENCIA (CAQUETÁ),26117.0,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,MUNICIPIO DE ALBANIA (CAQUETÁ),4243.73,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,MUNICIPIO DE EL DONCELLO (CAQUETÁ),,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,MUNICIPIO DE EL PAUJIL (CAQUETÁ),,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,MUNICIPIO DE PUERTO RICO (CAQUETÁ),8181.35,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,MUNICIPIO DE SAN JOSÉ DEL FRAGUA (CAQUETÁ),2577.27,2015-2016
DIR - COMPENSACIONES,CAQUETÁ,18000,MUNICIPIO DE SOLANO (CAQUETÁ),1873441.93,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,DEPARTAMENTO DE CAUCA,2921590377.69,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE POPAYÁN (CAUCA),7587367.69,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE ALMAGUER (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE ARGELIA (CAUCA),956011.03,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE BOLÍVAR (CAUCA),7586122.66,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE BUENOS AIRES (CAUCA),65720164.45,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE CALDONO (CAUCA),1365786.51,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE CALOTO (CAUCA),1633758.0,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE CORINTO (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE EL TAMBO (CAUCA),131845757.49,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE GUACHENÉ (CAUCA),455251.02,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE GUAPI (CAUCA),27678809.89,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE INZÁ (CAUCA),129809054.53,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE LA SIERRA (CAUCA),441348.0,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE LÓPEZ (CAUCA),139377801.62,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE MERCADERES (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE MIRANDA (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE MORALES (CAUCA),1438.6,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE PAEZ (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE PATÍA (CAUCA),674236.0,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE PIAMONTE (CAUCA),1864229903.94,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE PUERTO TEJADA (CAUCA),201353.56,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE PURACÉ (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE ROSAS (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE SANTANDER DE QUILICHAO (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE SANTA ROSA (CAUCA),1964986.66,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE SOTARA (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE SUÁREZ (CAUCA),231386873.48,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE TIMBIO (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE TIMBIQUÍ (CAUCA),,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE TORIBIO (CAUCA),85851.01,2015-2016
DIR - COMPENSACIONES,CAUCA,19000,MUNICIPIO DE VILLA RICA (CAUCA),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,DEPARTAMENTO DE CESAR,42008396897.76,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE VALLEDUPAR (CESAR),53117.0,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE AGUACHICA (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE AGUSTÍN CODAZZI (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE BECERRIL (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE BOSCONIA (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE CHIRIGUANÁ (CESAR),31106003644.97,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE EL COPEY (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE EL PASO (CESAR),3272448302.75,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE GAMARRA (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE LA GLORIA (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE LA JAGUA DE IBIRICO (CESAR),31520406889.72,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE RÍO DE ORO (CESAR),507072469.08,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE SAN ALBERTO (CESAR),447203944.5,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE SAN DIEGO (CESAR),,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE SAN MARTÍN (CESAR),1451673156.9,2015-2016
DIR - COMPENSACIONES,CESAR,20000,MUNICIPIO DE TAMALAMEQUE (CESAR),747730.88,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,DEPARTAMENTO DE CÓRDOBA,36882346517.43,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE MONTERÍA (CÓRDOBA),987954022.74,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE AYAPEL (CÓRDOBA),5228011609.43,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE BUENAVISTA (CÓRDOBA),3944637835.79,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE CANALETE (CÓRDOBA),988783115.83,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE CERETÉ (CÓRDOBA),989780630.97,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE CHIMÁ (CÓRDOBA),989781095.53,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE CHINÚ (CÓRDOBA),989781095.53,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE CIÉNAGA DE ORO (CÓRDOBA),989234464.27,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE COTORRA (CÓRDOBA),981359418.51,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE LA APARTADA (CÓRDOBA),3855272149.92,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE LORICA (CÓRDOBA),986757712.21,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE LOS CÓRDOBAS (CÓRDOBA),1786896145.42,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE MOMIL (CÓRDOBA),989781095.53,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE MONTELÍBANO (CÓRDOBA),21973144938.29,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE MOÑITOS (CÓRDOBA),1784588667.72,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE PLANETA RICA (CÓRDOBA),5429661544.42,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE PUEBLO NUEVO (CÓRDOBA),4653387477.33,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE PUERTO ESCONDIDO (CÓRDOBA),1786869522.35,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE PUERTO LIBERTADOR (CÓRDOBA),7083940268.64,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE PURÍSIMA (CÓRDOBA),989779194.58,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE SAHAGÚN (CÓRDOBA),1057361263.27,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE SAN ANDRÉS SOTAVENTO (CÓRDOBA),987384971.69,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE SAN ANTERO (CÓRDOBA),10455840381.85,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE SAN BERNARDO DEL VIENTO (CÓRDOBA),1811196623.24,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE SAN CARLOS (CÓRDOBA),998234668.48,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE SAN JOSÉ DE URÉ (CÓRDOBA),4196611056.4,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE SAN PELAYO (CÓRDOBA),987702517.34,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE TIERRALTA (CÓRDOBA),989757759.53,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE TUCHÍN (CÓRDOBA),578914857.73,2015-2016
DIR - COMPENSACIONES,CÓRDOBA,23000,MUNICIPIO DE VALENCIA (CÓRDOBA),989780943.55,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,DEPARTAMENTO DE CUNDINAMARCA,6623759061.23,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE AGUA DE DIOS (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE ALBÁN (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE ANAPOIMA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE ARBELÁEZ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE BOJACÁ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CAJICÁ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CAPARRAPÍ (CUNDINAMARCA),246887.63,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CAQUEZA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CARMEN DE CARUPA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CHÍA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CHIPAQUE (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CHOACHÍ (CUNDINAMARCA),1476.07,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CHOCONTÁ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE COGUA (CUNDINAMARCA),43559009.47,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE CUCUNUBÁ (CUNDINAMARCA),323902496.03,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE EL PEÑÓN (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE EL ROSAL (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE FUSAGASUGÁ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GACHALA (CUNDINAMARCA),154044599.73,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GACHANCIPÁ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GACHETÁ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GIRARDOT (CUNDINAMARCA),44912.39,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GRANADA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GUACHETÁ (CUNDINAMARCA),491982873.6,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GUADUAS (CUNDINAMARCA),2247327017.58,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GUASCA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GUATAQUÍ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GUATAVITA (CUNDINAMARCA),1695530.56,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GUAYABETAL (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE GUTIÉRREZ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE JERUSALÉN (CUNDINAMARCA),4268159.02,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE JUNÍN (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE LA CALERA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE LENGUAZAQUE (CUNDINAMARCA),345603532.21,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE MACHETA (CUNDINAMARCA),5509948.49,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE MADRID (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE MANTA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE MEDINA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE MOSQUERA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE NEMOCÓN (CUNDINAMARCA),993432581.78,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE NILO (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE PACHO (CUNDINAMARCA),21348114.25,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE PANDI (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE PARATEBUENO (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE PUERTO SALGAR (CUNDINAMARCA),90889063.93,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE PULÍ (CUNDINAMARCA),294666329.95,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE QUEBRADANEGRA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE QUETAME (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE APULO (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE RICAURTE (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SAN FRANCISCO (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SAN JUAN DE RÍO SECO (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SESQUILÉ (CUNDINAMARCA),198035333.18,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SIBATÉ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SILVANIA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SIMIJACA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SOACHA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SUBACHOQUE (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SUESCA (CUNDINAMARCA),46455214.82,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SUSA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE SUTATAUSA (CUNDINAMARCA),377319580.31,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE TABIO (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE TAUSA (CUNDINAMARCA),161713661.78,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE TIBACUY (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE TIBIRITA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE TOCANCIPÁ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE UBALÁ (CUNDINAMARCA),99251384.55,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE UBAQUE (CUNDINAMARCA),12367.9,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE VILLA DE SAN DIEGO DE UBATE (CUNDINAMARCA),2609627.87,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE UNE (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE VIANÍ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE VILLAPINZÓN (CUNDINAMARCA),7356752.47,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE VILLETA (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE YACOPÍ (CUNDINAMARCA),,2015-2016
DIR - COMPENSACIONES,CUNDINAMARCA,25000,MUNICIPIO DE ZIPAQUIRÁ (CUNDINAMARCA),2179750066.13,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,DEPARTAMENTO DE CHOCÓ,1085439350.55,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE QUIBDÓ (CHOCÓ),,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE ACANDÍ (CHOCÓ),3095624.19,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE ALTO BAUDO (CHOCÓ),192836032.45,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE ATRATO (CHOCÓ),895933789.34,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE BAGADÓ (CHOCÓ),60091681.43,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE BAHÍA SOLANO (CHOCÓ),6442.24,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE BAJO BAUDÓ (CHOCÓ),2818451.74,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE BOJAYA (CHOCÓ),174872083.64,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE EL CANTÓN DEL SAN PABLO (CHOCÓ),784541619.98,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE CÉRTEGUI (CHOCÓ),630687197.44,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE CONDOTO (CHOCÓ),604550860.74,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE EL CARMEN DE ATRATO (CHOCÓ),117766677.08,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE EL LITORAL DEL SAN JUAN (CHOCÓ),5462181.05,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE ISTMINA (CHOCÓ),2229811949.67,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE LLORÓ (CHOCÓ),142970088.36,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE MEDIO ATRATO (CHOCÓ),,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE MEDIO BAUDÓ (CHOCÓ),2211999887.28,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE MEDIO SAN JUAN (CHOCÓ),181006736.02,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE NÓVITA (CHOCÓ),1021201338.0,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE RÍO IRO (CHOCÓ),573444729.4,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE RÍO QUITO (CHOCÓ),,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE RIOSUCIO (CHOCÓ),68908.11,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE SAN JOSÉ DEL PALMAR (CHOCÓ),58491332.46,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE SIPÍ (CHOCÓ),97197385.44,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE TADÓ (CHOCÓ),205083968.52,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE UNGUÍA (CHOCÓ),1031060.46,2015-2016
DIR - COMPENSACIONES,CHOCÓ,27000,MUNICIPIO DE UNIÓN PANAMERICANA (CHOCÓ),971021293.24,2015-2016
DIR - COMPENSACIONES,HUILA,41000,DEPARTAMENTO DE HUILA,64409912913.36,2015-2016
DIR - COMPENSACIONES,HUILA,41000,MUNICIPIO DE NEIVA (HUILA),16119672662.37,2015-2016
