FONDO,DTO,CÓDIGO DANE,ENTIDAD TERRITORIAL,APROPIACIÓN VIGENTE,Periodo
 DIR - COMPENSACIONES , CUNDINAMARCA ,25873, MUNICIPIO DE VILLAPINZÓN (CUNDINAMARCA) ,"2,753,078",2017-2018
 DIR - COMPENSACIONES , CUNDINAMARCA ,25899, MUNICIPIO DE ZIPAQUIRÁ (CUNDINAMARCA) ,"1,735,346,705",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27000, DEPARTAMENTO DE CHOCÓ ,"484,002,991",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27006, MUNICIPIO DE ACANDÍ (CHOCÓ) ,"-2,689,193",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27025, MUNICIPIO DE ALTO BAUDO (CHOCÓ) ,"163,757,277",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27050, MUNICIPIO DE ATRATO (CHOCÓ) ,"851,744,808",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27077, MUNICIPIO DE BAJO BAUDÓ (CHOCÓ) ,"3,301,502",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27135, MUNICIPIO DE EL CANTÓN DEL SAN PABLO (CHOCÓ) ,"858,899,192",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27160, MUNICIPIO DE CÉRTEGUI (CHOCÓ) ,"371,343,503",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27205, MUNICIPIO DE CONDOTO (CHOCÓ) ,"177,627,613",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27245, MUNICIPIO DE EL CARMEN DE ATRATO (CHOCÓ) ,"-21,155,395",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27361, MUNICIPIO DE ISTMINA (CHOCÓ) ,"1,104,049,853",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27413, MUNICIPIO DE LLORÓ (CHOCÓ) ,"58,006,073",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27430, MUNICIPIO DE MEDIO BAUDÓ (CHOCÓ) ,"1,955,596,010",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27450, MUNICIPIO DE MEDIO SAN JUAN (CHOCÓ) ,"153,563,405",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27491, MUNICIPIO DE NÓVITA (CHOCÓ) ,"1,376,710,329",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27580, MUNICIPIO DE RÍO IRO (CHOCÓ) ,"491,393,785",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27745, MUNICIPIO DE SIPÍ (CHOCÓ) ,"188,468,167",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27787, MUNICIPIO DE TADÓ (CHOCÓ) ,"-18,456,670",2017-2018
 DIR - COMPENSACIONES , CHOCÓ ,27810, MUNICIPIO DE UNIÓN PANAMERICANA (CHOCÓ) ,"700,182,440",2017-2018
 DIR - COMPENSACIONES , HUILA ,41016, MUNICIPIO DE AIPE (HUILA) ,"7,092,364,724",2017-2018
 DIR - COMPENSACIONES , HUILA ,41078, MUNICIPIO DE BARAYA (HUILA) ,"159,115,170",2017-2018
 DIR - COMPENSACIONES , HUILA ,41298, MUNICIPIO DE GARZÓN (HUILA) ,"629,342,499",2017-2018
 DIR - COMPENSACIONES , HUILA ,41306, MUNICIPIO DE GIGANTE (HUILA) ,"408,606,211",2017-2018
 DIR - COMPENSACIONES , HUILA ,41357, MUNICIPIO DE IQUIRA (HUILA) ,"2,861,072",2017-2018
 DIR - COMPENSACIONES , HUILA ,41518, MUNICIPIO DE PAICOL (HUILA) ,"48,046,019",2017-2018
 DIR - COMPENSACIONES , HUILA ,41524, MUNICIPIO DE PALERMO (HUILA) ,"3,434,792,888",2017-2018
 DIR - COMPENSACIONES , HUILA ,41551, MUNICIPIO DE PITALITO (HUILA) ,"32,269",2017-2018
 DIR - COMPENSACIONES , HUILA ,41797, MUNICIPIO DE TESALIA (HUILA) ,"270,981,353",2017-2018
 DIR - COMPENSACIONES , HUILA ,41872, MUNICIPIO DE VILLAVIEJA (HUILA) ,"22,971,909",2017-2018
 DIR - COMPENSACIONES , HUILA ,41885, MUNICIPIO DE YAGUARÁ (HUILA) ,"2,955,293,284",2017-2018
 DIR - COMPENSACIONES , LA GUAJIRA ,44000, DEPARTAMENTO DE LA GUAJIRA ,"44,307,441,697",2017-2018
 DIR - COMPENSACIONES , LA GUAJIRA ,44001, MUNICIPIO DE RIOHACHA (LA GUAJIRA) ,"2,542,904,959",2017-2018
 DIR - COMPENSACIONES , LA GUAJIRA ,44035, MUNICIPIO DE ALBANIA (LA GUAJIRA) ,"9,908,435,914",2017-2018
 DIR - COMPENSACIONES , LA GUAJIRA ,44078, MUNICIPIO DE BARRANCAS (LA GUAJIRA) ,"7,927,058,666",2017-2018
 DIR - COMPENSACIONES , LA GUAJIRA ,44378, MUNICIPIO DE HATONUEVO (LA GUAJIRA) ,"7,610,851,900",2017-2018
 DIR - COMPENSACIONES , LA GUAJIRA ,44560, MUNICIPIO DE MANAURE (LA GUAJIRA) ,"1,165,163,498",2017-2018
 DIR - COMPENSACIONES , LA GUAJIRA ,44847, MUNICIPIO DE URIBIA (LA GUAJIRA) ,"11,199,485,633",2017-2018
 DIR - COMPENSACIONES , MAGDALENA ,47245, MUNICIPIO DE EL BANCO (MAGDALENA) ,"-24,066",2017-2018
 DIR - COMPENSACIONES , MAGDALENA ,47288, MUNICIPIO DE FUNDACIÓN (MAGDALENA) ,"523,495",2017-2018
 DIR - COMPENSACIONES , META ,50000, DEPARTAMENTO DE META ,"27,018,536,645",2017-2018
 DIR - COMPENSACIONES , META ,50001, MUNICIPIO DE VILLAVICENCIO (META) ,"5,990,590,080",2017-2018
 DIR - COMPENSACIONES , META ,50006, MUNICIPIO DE ACACÍAS (META) ,"4,393,711,385",2017-2018
 DIR - COMPENSACIONES , META ,50110, MUNICIPIO DE BARRANCA DE UPÍA (META) ,"2,101,496,281",2017-2018
 DIR - COMPENSACIONES , META ,50124, MUNICIPIO DE CABUYARO (META) ,"522,949,800",2017-2018
 DIR - COMPENSACIONES , META ,50150, MUNICIPIO DE CASTILLA LA NUEVA (META) ,"6,516,108,783",2017-2018
 DIR - COMPENSACIONES , META ,50573, MUNICIPIO DE PUERTO LÓPEZ (META) ,"781,791,738",2017-2018
 DIR - COMPENSACIONES , META ,50606, MUNICIPIO DE RESTREPO (META) ,"62,259,327",2017-2018
 DIR - COMPENSACIONES , META ,50689, MUNICIPIO DE SAN MARTÍN (META) ,"16,670,126",2017-2018
 DIR - COMPENSACIONES , META ,50711, MUNICIPIO DE VISTAHERMOSA (META) ,-,2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52000, DEPARTAMENTO DE NARIÑO ,"506,978,429",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52110, MUNICIPIO DE BUESACO (NARIÑO) ,"96,840",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52233, MUNICIPIO DE CUMBITARA (NARIÑO) ,"19,175,778",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52385, MUNICIPIO DE LA LLANADA (NARIÑO) ,"41,256,693",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52418, MUNICIPIO DE LOS ANDES (NARIÑO) ,"45,592,117",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52435, MUNICIPIO DE MALLAMA (NARIÑO) ,"-167,435",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52678, MUNICIPIO DE SAMANIEGO (NARIÑO) ,"-341,525",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52699, MUNICIPIO DE SANTACRUZ (NARIÑO) ,"3,412,961",2017-2018
 DIR - COMPENSACIONES , NARIÑO ,52835, MUNICIPIO DE SAN ANDRES DE TUMACO (NARIÑO) ,"5,832,383,872",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54000, DEPARTAMENTO DE NORTE DE SANTANDER ,"8,197,544,836",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54001, MUNICIPIO DE CÚCUTA (NORTE DE SANTANDER) ,"1,684,550,976",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54051, MUNICIPIO DE ARBOLEDAS (NORTE DE SANTANDER) ,"714,887",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54099, MUNICIPIO DE BOCHALEMA (NORTE DE SANTANDER) ,"-23,120,358",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54172, MUNICIPIO DE CHINÁCOTA (NORTE DE SANTANDER) ,"7,257,862",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54239, MUNICIPIO DE DURANIA (NORTE DE SANTANDER) ,"-1,643,349",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54245, MUNICIPIO DE EL CARMEN (NORTE DE SANTANDER) ,669,2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54261, MUNICIPIO DE EL ZULIA (NORTE DE SANTANDER) ,"194,946,143",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54377, MUNICIPIO DE LABATECA (NORTE DE SANTANDER) ,"1,029,577",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54385, MUNICIPIO DE LA ESPERANZA (NORTE DE SANTANDER) ,"74,729,865",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54480, MUNICIPIO DE MUTISCUA (NORTE DE SANTANDER) ,"-778,267",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54518, MUNICIPIO DE PAMPLONA (NORTE DE SANTANDER) ,"1,642,666",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54520, MUNICIPIO DE PAMPLONITA (NORTE DE SANTANDER) ,"4,022,242",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54660, MUNICIPIO DE SALAZAR (NORTE DE SANTANDER) ,"27,416,878",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54673, MUNICIPIO DE SAN CAYETANO (NORTE DE SANTANDER) ,"-11,429,657",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54680, MUNICIPIO DE SANTIAGO (NORTE DE SANTANDER) ,"30,652,754",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54720, MUNICIPIO DE SARDINATA (NORTE DE SANTANDER) ,"243,329,969",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54820, MUNICIPIO DE TOLEDO (NORTE DE SANTANDER) ,"17,076,731",2017-2018
 DIR - COMPENSACIONES , NORTE DE SANTANDER ,54874, MUNICIPIO DE VILLA DEL ROSARIO (NORTE DE SANTANDER) ,"71,020",2017-2018
 DIR - COMPENSACIONES , QUINDÍO ,63000, DEPARTAMENTO DE QUINDIO ,"266,067",2017-2018
 DIR - COMPENSACIONES , QUINDÍO ,63001, MUNICIPIO DE ARMENIA (QUINDIO) ,"2,110,234",2017-2018
 DIR - COMPENSACIONES , QUINDÍO ,63111, MUNICIPIO DE BUENAVISTA (QUINDIO) ,39,2017-2018
 DIR - COMPENSACIONES , QUINDÍO ,63401, MUNICIPIO DE LA TEBAIDA (QUINDÍO) ,"16,052",2017-2018
 DIR - COMPENSACIONES , QUINDÍO ,63594, MUNICIPIO DE QUIMBAYA (QUINDÍO) ,"25,800",2017-2018
 DIR - COMPENSACIONES , QUINDÍO ,63690, MUNICIPIO DE SALENTO (QUINDÍO) ,"-11,992",2017-2018
 DIR - COMPENSACIONES , RISARALDA ,66045, MUNICIPIO DE APÍA (RISARALDA) ,"25,148",2017-2018
 DIR - COMPENSACIONES , RISARALDA ,66088, MUNICIPIO DE BELÉN DE UMBRÍA (RISARALDA) ,"6,368",2017-2018
 DIR - COMPENSACIONES , RISARALDA ,66440, MUNICIPIO DE MARSELLA (RISARALDA) ,"-13,760",2017-2018
 DIR - COMPENSACIONES , RISARALDA ,66456, MUNICIPIO DE MISTRATÓ (RISARALDA) ,"97,595",2017-2018
 DIR - COMPENSACIONES , RISARALDA ,66572, MUNICIPIO DE PUEBLO RICO (RISARALDA) ,"610,958",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68000, DEPARTAMENTO DE SANTANDER ,"52,907,835,825",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68001, MUNICIPIO DE BUCARAMANGA (SANTANDER) ,"-239,260",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68077, MUNICIPIO DE BARBOSA (SANTANDER) ,"9,634",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68081, MUNICIPIO DE BARRANCABERMEJA (SANTANDER) ,"14,089,486,920",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68132, MUNICIPIO DE CALIFORNIA (SANTANDER) ,"23,294,446",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68190, MUNICIPIO DE CIMITARRA (SANTANDER) ,"169,767,272",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68235, MUNICIPIO DE EL CARMEN DE CHUCURÍ (SANTANDER) ,"103,974,026",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68255, MUNICIPIO DE EL PLAYÓN (SANTANDER) ,"17,886",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68276, MUNICIPIO DE FLORIDABLANCA (SANTANDER) ,"1,417",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68324, MUNICIPIO DE GUAVATÁ (SANTANDER) ,"7,307",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68615, MUNICIPIO DE RIONEGRO (SANTANDER) ,"1,097,938,378",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68655, MUNICIPIO DE SABANA DE TORRES (SANTANDER) ,"6,881,612,532",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68689, MUNICIPIO DE SAN VICENTE DE CHUCURÍ (SANTANDER) ,"6,578,396,091",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68745, MUNICIPIO DE SIMACOTA (SANTANDER) ,"78,263,640",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68780, MUNICIPIO DE SURATÁ (SANTANDER) ,"145,328",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68867, MUNICIPIO DE VETAS (SANTANDER) ,"17,326,581",2017-2018
 DIR - COMPENSACIONES , SANTANDER ,68895, MUNICIPIO DE ZAPATOCA (SANTANDER) ,"18,237,755",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70000, DEPARTAMENTO DE SUCRE ,"4,985,001,291",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70110, MUNICIPIO DE BUENAVISTA (SUCRE) ,"685,048,789",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70124, MUNICIPIO DE CAIMITO (SUCRE) ,"841,964,432",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70204, MUNICIPIO DE COLOSO (SUCRE) ,"825,958,007",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70221, MUNICIPIO DE COVEÑAS (SUCRE) ,"9,525,150,220",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70230, MUNICIPIO DE CHALÁN (SUCRE) ,"601,466,570",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70233, MUNICIPIO DE EL ROBLE (SUCRE) ,"698,141,515",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70235, MUNICIPIO DE GALERAS (SUCRE) ,"1,289,196,225",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70265, MUNICIPIO DE GUARANDA (SUCRE) ,"1,012,552,517",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70400, MUNICIPIO DE LA UNIÓN (SUCRE) ,"577,491,811",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70418, MUNICIPIO DE LOS PALMITOS (SUCRE) ,"1,115,137,575",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70429, MUNICIPIO DE MAJAGUAL (SUCRE) ,"1,885,392,676",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70473, MUNICIPIO DE MORROA (SUCRE) ,"859,840,344",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70508, MUNICIPIO DE OVEJAS (SUCRE) ,"1,178,557,358",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70523, MUNICIPIO DE PALMITO (SUCRE) ,"968,093,687",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70670, MUNICIPIO DE SAMPUÉS (SUCRE) ,"1,927,212,376",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70678, MUNICIPIO DE SAN BENITO ABAD (SUCRE) ,"1,478,745,599",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70702, MUNICIPIO DE SAN JUAN DE BETULIA (SUCRE) ,"877,670,339",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70708, MUNICIPIO DE SAN MARCOS (SUCRE) ,"2,107,279,091",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70713, MUNICIPIO DE SAN ONOFRE (SUCRE) ,"3,336,320,887",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70742, MUNICIPIO DE SAN LUIS DE SINCÉ (SUCRE) ,"1,727,515,841",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70771, MUNICIPIO DE SUCRE (SUCRE) ,"1,606,445,959",2017-2018
 DIR - COMPENSACIONES , SUCRE ,70820, MUNICIPIO DE SANTIAGO DE TOLÚ (SUCRE) ,"8,414,704,338",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73000, DEPARTAMENTO DE TOLIMA ,"49,960,757,300",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73026, MUNICIPIO DE ALVARADO (TOLIMA) ,"157,896,249",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73067, MUNICIPIO DE ATACO (TOLIMA) ,"26,753,450",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73124, MUNICIPIO DE CAJAMARCA (TOLIMA) ,"52,787",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73152, MUNICIPIO DE CASABIANCA  (TOLIMA) ,"32,852",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73168, MUNICIPIO DE CHAPARRAL (TOLIMA) ,"176,950,597",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73200, MUNICIPIO DE COELLO (TOLIMA) ,"-35,385",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73217, MUNICIPIO DE COYAIMA (TOLIMA) ,"-437,057",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73268, MUNICIPIO DE ESPINAL (TOLIMA) ,"1,292,051,060",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73270, MUNICIPIO DE FALAN (TOLIMA) ,"157,889",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73283, MUNICIPIO DE FRESNO (TOLIMA) ,"434,819",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73319, MUNICIPIO DE GUAMO (TOLIMA) ,"1,321,858",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73352, MUNICIPIO DE ICONONZO (TOLIMA) ,"272,799,607",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73408, MUNICIPIO DE LÉRIDA (TOLIMA) ,"1,097",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73411, MUNICIPIO DE LÍBANO (TOLIMA) ,"144,481",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73443, MUNICIPIO DE MARIQUITA (TOLIMA) ,"146,561",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73449, MUNICIPIO DE MELGAR (TOLIMA) ,"11,600,390,836",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73504, MUNICIPIO DE ORTEGA (TOLIMA) ,"3,568,116,138",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73547, MUNICIPIO DE PIEDRAS (TOLIMA) ,"2,628,676,777",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73563, MUNICIPIO DE PRADO (TOLIMA) ,"329,678,507",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73585, MUNICIPIO DE PURIFICACIÓN (TOLIMA) ,"8,004,908,952",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73622, MUNICIPIO DE RONCESVALLES (TOLIMA) ,"280,162",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73624, MUNICIPIO DE ROVIRA (TOLIMA) ,"-1,010",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73686, MUNICIPIO DE SANTA ISABEL (TOLIMA) ,"86,520,391",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73861, MUNICIPIO DE VENADILLO (TOLIMA) ,"954,180",2017-2018
 DIR - COMPENSACIONES , TOLIMA ,73854, MUNICIPIO DE VALLE DE SAN JUAN (TOLIMA) ,"360,454",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76000, DEPARTAMENTO DE VALLE DEL CAUCA ,"114,315,096",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76001, MUNICIPIO DE CALI (VALLE DEL CAUCA) ,"162,607,355",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76054, MUNICIPIO DE ARGELIA (VALLE DEL CAUCA) ,"503,771",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76100, MUNICIPIO DE BOLÍVAR (VALLE DEL CAUCA) ,"31,465",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76109, MUNICIPIO DE BUENAVENTURA (VALLE DEL CAUCA) ,"150,075,000",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76111, MUNICIPIO DE GUADALAJARA DE BUGA (VALLE DEL CAUCA) ,"1,344,511",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76126, MUNICIPIO DE CALIMA (VALLE DEL CAUCA) ,"35,680",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76130, MUNICIPIO DE CANDELARIA (VALLE DEL CAUCA) ,"2,474,116",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76147, MUNICIPIO DE CARTAGO (VALLE DEL CAUCA) ,"88,859",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76318, MUNICIPIO DE GUACARÍ (VALLE DEL CAUCA) ,"871,525",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76364, MUNICIPIO DE JAMUNDÍ (VALLE DEL CAUCA) ,"68,507,862",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76400, MUNICIPIO DE LA UNIÓN (VALLE DEL CAUCA) ,"1,143",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76520, MUNICIPIO DE PALMIRA (VALLE DEL CAUCA) ,"-359,580",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76606, MUNICIPIO DE RESTREPO (VALLE DEL CAUCA) ,333,2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76736, MUNICIPIO DE SEVILLA (VALLE DEL CAUCA) ,"867,358",2017-2018
 DIR - COMPENSACIONES , VALLE DEL CAUCA ,76834, MUNICIPIO DE TULUÁ (VALLE DEL CAUCA) ,"220,825",2017-2018
 DIR - COMPENSACIONES , ARAUCA ,81000, DEPARTAMENTO DE ARAUCA ,"24,079,168,669",2017-2018
 DIR - COMPENSACIONES , ARAUCA ,81001, MUNICIPIO DE ARAUCA (ARAUCA) ,"3,359,429,894",2017-2018
 DIR - COMPENSACIONES , ARAUCA ,81065, MUNICIPIO DE ARAUQUITA (ARAUCA) ,"3,392,884,543",2017-2018
 DIR - COMPENSACIONES , ARAUCA ,81736, MUNICIPIO DE SARAVENA (ARAUCA) ,"161,989,167",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85000, DEPARTAMENTO DE CASANARE ,"25,160,394,097",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85001, MUNICIPIO DE YOPAL (CASANARE) ,"1,587,178,649",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85010, MUNICIPIO DE AGUAZUL (CASANARE) ,"3,197,148,665",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85139, MUNICIPIO DE MANÍ (CASANARE) ,"1,111,259,332",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85225, MUNICIPIO DE NUNCHÍA (CASANARE) ,"4,107,832",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85230, MUNICIPIO DE OROCUÉ (CASANARE) ,"1,957,656,561",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85250, MUNICIPIO DE PAZ DE ARIPORO (CASANARE) ,"653,047,176",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85325, MUNICIPIO DE SAN LUIS DE PALENQUE (CASANARE) ,"549,086,551",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85410, MUNICIPIO DE TAURAMENA (CASANARE) ,"2,453,676,354",2017-2018
 DIR - COMPENSACIONES , CASANARE ,85430, MUNICIPIO DE TRINIDAD (CASANARE) ,"620,082,597",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86219, MUNICIPIO DE COLÓN (PUTUMAYO) ,"54,446",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86320, MUNICIPIO DE ORITO (PUTUMAYO) ,"5,153,003,699",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86568, MUNICIPIO DE PUERTO ASÍS (PUTUMAYO) ,"554,613,419",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86569, MUNICIPIO DE PUERTO CAICEDO (PUTUMAYO) ,"1,197,573,846",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86571, MUNICIPIO DE PUERTO GUZMÁN (PUTUMAYO) ,"52,648,160",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86573, MUNICIPIO DE LEGUÍZAMO (PUTUMAYO) ,"7,025,996",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86749, MUNICIPIO DE SIBUNDOY (PUTUMAYO) ,"4,225,620",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86757, MUNICIPIO DE SAN MIGUEL (PUTUMAYO) ,"1,110,200,442",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86865, MUNICIPIO DE VALLE DEL GUAMUEZ (PUTUMAYO) ,"1,065,670,016",2017-2018
 DIR - COMPENSACIONES , PUTUMAYO ,86885, MUNICIPIO DE VILLAGARZÓN (PUTUMAYO) ,"3,366,674,540",2017-2018
 DIR - COMPENSACIONES , VAUPÉS ,97000, DEPARTAMENTO DE VAUPÉS ,"517,892",2017-2018
 DIR - COMPENSACIONES , VAUPÉS ,97001, MUNICIPIO DE MITÚ (VAUPÉS) ,594,2017-2018
 DIR - COMPENSACIONES , VICHADA ,99624, MUNICIPIO DE SANTA ROSALÍA (VICHADA) ,"103,864,736",2017-2018
 FAE , ANTIOQUIA ,05000, ANTIOQUIA ,"36,511,090,999",2017-2018
 FAE , ATLÁNTICO ,08000, ATLÁNTICO ,"15,542,929,030",2017-2018
 FAE ," BOGOTÁ, D.C. ",11001," BOGOTÁ, D.C. ","11,684,131,648",2017-2018
 FAE , BOLÍVAR ,13000, BOLÍVAR ,"29,572,856,582",2017-2018
 FAE , BOYACÁ ,15000, BOYACÁ ,"21,007,427,521",2017-2018
 FAE , CALDAS ,17000, CALDAS ,"9,008,170,134",2017-2018
 FAE , CAQUETÁ ,18000, CAQUETÁ ,"11,689,127,287",2017-2018
 FAE , CAUCA ,19000, CAUCA ,"23,708,326,274",2017-2018
 FAE , CESAR ,20000, CESAR ,"28,703,667,557",2017-2018
 FAE , CÓRDOBA ,23000, CÓRDOBA ,"34,817,444,687",2017-2018
